"Телевизионный документальный фильм «Кризисы. Предсказания пророка»
Всероссийская государственная телевизионная и радиовещательная компания","Фильм об истории экономических кризисов и о людях, которые наиболее детально исследовали это экономическое и социальное явление"
"Телепрограмма «Документальная история с Владимиром Мясниковым»
Филиал ФГУП ВГТРК ГТРК «Культура»","В авторской программе историка Владимира Мясникова директора крупнейших российских архивов, академических институтов, музеев, известные историки-ученые дают неопровержимые свидетельства о событиях, которые порой по-разному интерпретировались в нашей истории"
"Телевизионный документальный фильм «Ирина Архипова. Архитектура гармонии»
Филиал ФГУП ВГТРК ГТРК «Культура»","Фильм к 85-летию певицы Ирины Архиповой"
"Телевизионный документальный фильм «Лев Лосев. Нью-Гэмпшир. Февраль 2007 года»
Филиал ФГУП ВГТРК ГТРК «Культура»","Фильм-интервью поэта Льва Лосева с чтением стихов и комментариями к ним.
Фильм основан на эксклюзивном материале, снятом в феврале-марте 2007 года"
"Телевизионный документальный фильм «Париж Сергея Дягилева»
Филиал ФГУП ВГТРК ГТРК «Культура»","Фильм к 100-летию «Русских сезонов» Сергея Дягилева в Париже"
"Телепрограмма «Календарь памятных дат»
ЗАО «Межгосударственная телерадиокомпания «Мир»","Программа об исторических событиях и великих людях, благодаря которым этот день вошел в историю."
"Телепрограмма «Путеводитель»
ЗАО «Межгосударственная телерадиокомпания «Мир»","Путешествия в уникальные природные уголки в странах Содружества, знакомство с местными жителями, их укладом и обычаями"
"Телепрограмма «Новости Содружества. Культура»","Информационная программа, посвященная событиям культурной жизни стран СНГ и мира"
"Телепрограмма «Великий, могучий…»
ЗАО «Межгосударственная телерадиокомпания «Мир»","Программа представляет собой монолог ведущей, объясняющей трудности русского языка.
Каждая программа посвящена определенному слову или выражению, которые рассматриваются с точки зрения как литературных норм, так и норм повседневной речи"
"Телепрограмма «Искатели»
ООО «ЦИВИЛИЗАЦИЯ Нео»","Программа посвящена загадкам и тайнам истории России, исследованиям малоизвестных событий, документов и забытых личностей."
"Телепрограмма «Репортер» с Михаилом Дегтярем»
ООО «ТВ студия РЕПОРТЕР»","Цикл авторских программ на самую разнообразную тематику.
Цель: рассказать о теме или событии так, чтобы любой зритель сказал: «Теперь я знаю об этом всё»
"
"Телепрограмма «Рыбалка с Радзишевским»
ООО «Артель продакшн»","Авторская программа исполнительного директора Федерации Рыболовного Спорта России Станислава Радзишевского о рыбалке во всех ее проявлениях.
Каждая программа – это путешествие на разные рыболовные места, это небольшие открытия, это секреты рыболовного мастерства"
"Телевизионный документальный фильм «Свободная Антарктида»
ООО «МедиаМенеджмент»","Фильм посвящен проблемам настоящего и будущего Антарктиды.
В фильме будет показана жизнь российских ученых-полярников, их научные достижения в борьбе за экологию Земли"
"Телевизионный документальный фильм «Выпускной на минном поле»
ООО «Кинопрограмма «XXI век»","Документальный военно-патриотический фильм, посвященный подвигу тружеников тыла во время Великой Отечественной войны – девушек и юношей, ступивших со школьной скамьи на разминирование полей в Оштинском районе Вологодской области"
"Телепрограмма «Изобретатели»
ООО «Студия «Улёт»","Мультипликационный рисованный фильм.
Цель проекта - разбудить творческое начало ребенка, интерес к науке и изобретениям"
"Цикл телевизионных документальных фильмов «Новая антология»
ООО «ТВК-СтудияГрупп»","Фильмы о современных российских писателях
В основе каждого фильма - своеобразный портрет – монолог писателя."
"Телевизионная версия ежегодной церемонии вручения национальной премии за вклад в развитие российского Интернета «Премии Рунета»
ООО «АртСтайл Медиа»","Телевизионная версия VI Торжественной церемонии вручения национальной премии за вклад в развитие российского Интернета «Премии Рунета-2009»"
"Цикл телевизионных документальных фильмов «Инженер – мастер класс»
ООО «С-41»","Фильмы раскрывают историю развития научно-инженерных школ в России на примере научных и творческих биографий выдающихся ученых – выпускников МГТУ им. Н.Э. Баумана"
"Телепрограмма «Русский Полюс» ООО «Международное Агентство «Кроун ТВ»","Программа расскажет о российских приоритетах (научных, практических, военно-политических, территориальных) в Арктике."
"Телепрограмма «Сельский час»
ООО «2Л Медиа+»","Информационные и информационно-познавательные сюжеты, посвященные актуальным проблемам аграрно-промышленного комплекса и сельских территорий"
"Телепрограмма «Полчаса без родителей»
ООО «Студия «Иллюзион»
г.Санкт-Петербург","Познавательно-развлекательная программа для детей 7-14 лет освещает самые важные стороны социальной жизни ребенка – вопросы безопасности, новости компьютерных технологий, правила хорошего тона, события культурной жизни города (выставки, концерты, театральные спектакли для детей)"
"Телепрограмма «Факты сегодняшнего дня»
ООО «Факт»
пос. Тазовский","Информационные и информационно-аналитические программы о жизни Тазовского района Ямало-Ненецкого автономного округа
"
"Телепрограмма «Мастера»
ООО «Студия «Алиен»
г. Казань","Профессионально-игровое соревнование между учащимися профессиональных учебных заведений.
Сочетание телевизионного конкурса профмастерства с познавательными сюжетами о профессиях и их истории"
"Телепрограмма «Где ты, мама?»
ООО «Телемир»
г.Саратов","Проект посвящен проблеме семейного устройства детей-сирот, оставшихся без попечения родителей.
Цель проекта – помочь детям, оставшимся без попечения родителей, найти семью, а потенциальным родителям рассказать о путях усыновления или опеки"
"Телепрограмма «Тормошилки»
ООО «Телемир»
г.Саратов","Телепрограмма для детей, совмещающая развлекательные и познавательные аспекты.
Юные зрители учатся рисовать, читать, считать, мастерить, знакомятся с правилами поведения, правилами дорожного движения, демонстрируют свои успехи в спорте"
"Телепрограмма «Радость встречи»
Филиал ФГУП ВГТРК ГТРК «Бурятия»
г.Улан-Удэ","Программа направлена на поиск людей, восстановление родственных и дружеских связей между жителями Монголии и Бурятии."
"Телепрограмма «Будильник»
ОАО «Телерадиокомпания СКАТ»
г.Самара","Информация о наиболее ярких эпизодах из жизни школ, о событиях, происходящих в области, так или иначе связанных с детьми.
"
"Цикл короткометражных документальных фильмов «Лица России»
ЗАО «Информационное агентство «Росбалт»
г. Санкт-Петербург","Короткометражные документальные фильмы о народах России, их культуре и образе жизни, традициях, национальных особенностях."
"Цикл социальных роликов «Демография – судьба народа»
Вологодская городская общественная организация «Центр общественных инициатив»
г.Вологда","Ролики социальной рекламы, направленные на укрепление института семьи"
"Телепрограмма «Семейный очаг»
Вологодская городская общественная организация «Центр общественных инициатив»
г.Вологда","Сюжеты, направленные на пропаганду традиционных семейных ценностей"
"Телевизионный проект «Обыкновенное чудо»
ЗАО «Телерадиокомпания ТВ-2»
г.Томск","Цикл программ о больных детях, которым необходимо дорогостоящее лечение."
"Телепрограмма «Экспедиция ТВ-2»
ЗАО «Телерадиокомпания ТВ-2»
г.Томск","Программы об истории, культуре, бытовом укладе коренных сибирских народов"
"Телепрограмма «Территория завтра»
ООО Рекламно-информационное агентство «Свет»
г.Нижний Новгород","Программа о проблемах экологии.
В проекте рассматриваются самые разнообразные аспекты в области экологии: экологически-чистые районы области, природные заповедники, инвестиционные проекты предприятий, направленные на оздоровление окружающей среды, вторичные ресурсы, экологически чистые продукты, экологическое здоровье россиян."
"Радиопрограмма «Адреса милосердия»
Автономная некоммерческая организация «Студио – Диалог»","Цикл радиопрограмм, направленных на продвижение в обществе идей милосердия и благотворительности, вовлечение граждан в деятельность благотворительных фондов, общественных организаций и волонтерских групп, оказывающих помощь населению."
"Радиопрограмма «Азбука чтения»
ООО «НЕОТЕЛ»","Радиопутеводитель в мире книг.
Еженедельный обзор новинок отечественной и зарубежной художественной литературы, мемуаров, научно-популярной литературы гуманитарных областей знаний, литературы нон-фикшн."
"Радиопрограмма «Книги нашего детства»
ООО «НЕОТЕЛ»","Программа о детских книгах, их авторах, историях создания, прототипах главных героев"
"Радиопрограмма «Когда папа был маленьким»
Филиал ФГУП ВГТРК ГРК «Радио России»","Программа для семейного прослушивания
Что любил папа в детстве? Что читал? Был ли он хулиганом или паинькой? Из кого вырастают знаменитые люди?
Форма: документальные рассказы кого-то из знаменитых или просто интересных людей о своем детстве; постановочные спектакли по книгам В.Голявкина, Вл.Крапивина, Л.Кассиля, А.Гайдара; радиоколлажи, содержащие и документальную, и художественную, и музыкальную страницы; рассказы детей и внуков о своих замечательных отцах и дедах; чтение мемуаров и т.д."
"Радиопрограмма «Волшебная дверь»
Филиал ФГУП ВГТРК ГРК «Радио России»","Цикл оригинальных литературно-художественных постановочных передач для детей и подростков от 7 до 13 лет с элементами интерактивного общения.
Знакомство с лучшими произведениями детской и юношеской литературы"
"Радиопрограмма «Как курица лапой»
Филиал ФГУП ВГТРК ГРК «Радио России»","Программа для детей от 8 лет.
Занимательное путешествие по знаменитым художественным произведениям, сказкам, мифам и легендам."
"Радиопрограмма «Великая Отечественная. История Победы»
Филиал ФГУП ВГТРК «ГРК «Радио России»","Освещение важнейших событий и переломных моментов Великой Отечественной войны, рассказ о людях и их судьбах.
Современное исследование исторических событий и достоверное их отображение в лучших традициях художественно-постановочных программ государственного радио"
"Радиопрограмма «Великая Отечественная. Люди. События. Документы»
Филиал ФГУП ВГТРК «ГРК «Радио России»","Проект охватывает период с 1933 г. по 1945 г., т.е. от зарождения фашизма до победы над ним.
В программе будут представлены известные, малоизвестные и совсем не известные документы, уникальные материалы, в том числе и звуковые, имеющие отношение к событиям не только Великой Отечественной войны, но и Второй Мировой."
"Радиопрограмма «Троицкое слово»
Религиозная организация Православное Братство «Радонеж» Русской Православной Церкви","Совместная программа с Троице-Сергиевой Лаврой и Московской духовной академией и семинарией, направленная на раскрытие духовных традиций и истории древнейшего монастыря России и одного из старейших учебных заведений Русской Православной Церкви.
"
"Радиопрограмма «Теория заблуждений»
ООО Компания «Вектор»","Программа, построенная в форме диалога с участием ведущих историков России, призвана взглянуть на самые дискуссионные события XX века, объяснить, почему одни факты современной зарубежной наукой раздуваются, а другие, наоборот, замалчиваются, и в чьих интересах толковать историю «по-новому»"
"Радиопрограмма «Карта Родины»
ООО «КингСтайл»","Краткий путеводитель по регионам России.
Краткая справочная информация о регионе (географические положение, столица, население, основы экономики) и любопытные факты из его истории, современной жизни, этнографии, указание самых известных выходцев из этого края"
"Радиопрограмма «Живая история»
ООО «Планета Медиа»","Цикл коротких рассказов из жизни персонажей российской истории - писателей, политиков, военачальников, ученых, культурных деятелей."
"Радиопрограмма «Сделано в России»
ООО «Планета Медиа»","Цикл коротких рассказов о вкладе России и россиян в мировую культуру, науку, технику, спорт. Факты, которые заставляют гордиться нашим общи прошлым и настоящим. Научные и технические достижения, шедевры искусства, уникальные памятники, спортивные рекорды…"
"Радиопрограмма «Открытый урок»
ООО «ФОРТЕ»","Цикл программ-диалогов ведущего с детьми, которые любят классическую музыку.
В программе будут использованы записи произведений в исполнении известных музыкантов, а также исполнение музыкальных произведений детьми-участниками дискуссии в прямом эфире"
"Радиопрограмма «Музыка, которая вернулась»
ООО «ФОРТЕ»","Серия концертных встреч, в которых принимают участие автор и ведущий программы Михаил Казиник, пианист Алексей Ботвинов, гости в студии и радиослушатели.
В программе на примерах отдельных произведений, фактов мировой художественной истории будут подниматься темы современного состояния культуры, положения в ней классической музыки."
"Радиопрограмма «РГМЦ – прямой эфир»
ООО «ФОРТЕ»","Трансляция концертов, проводимых в Концертной студии на Малой Никитской,24"
"Радиопрограмма «Книжкин дом»
ООО «Аура-Радио»","Радиопрограмма, посвященная детской литературе, книгам и журналам, чтению.
В программе принимают участие как хорошо известные, так и новые авторы детских книг – писатели и поэты, а также художники, переводчики, издатели."
"Радиопрограмма «Неигрушка»
ООО «Аура-Радио»","Программа адресована младшим школьникам и призвана помочь им в решении возникающих у них, порой совсем недетских, проблем"
"Радиопрограмма «Антология русской поэзии»
ООО «Диадема»","Авторский цикл Евгения Евтушенко.
Краткая характеристика творческого дара того или иного поэта, его место на поэтическом Олимпе и артистичное исполнение стихов"
"Радиопрограмма «Мастерская радиотеатра»
ООО «Диадема»","Радиоспектакли по произведениям русских классиков"
"Радиопрограмма «Судьбы книг»
ООО «БИССА»","Программа о судьбах книг.
Интересные моменты из истории книг, рассказы о судьбах великих библиотек, информация о современных видах книг"
"Радиопрограмма «Народы России»
ООО «КингСтайл»","Мини-очерки об истории, культуре, традициях народов России."
"Радиопрограмма «Горизонты»
ООО Компания «Вектор»","Программа о достижениях российской науки и техники"
"Радиопрограмма «Русский след»
ООО «Орбита»","Истории самых выдающихся представителей русской эмиграции XX века"
"Радиопрограмма «И довелось, и посчастливилось»
ООО «ПРЕСТО»","Цикл программ-воспоминаний об известных исполнителях и композиторах, с которыми был знаком автор и ведущий Сергей Яковенко"
"Радиопрограмма «Я тебя почти не знал…»
Филиал ФГУП ВГТРК ГТРК «Бурятия»
г.Улан-Удэ","Проект создан к 65-летию Победы в Великой Отечественной войны и посвящен жителям Республики Бурятия –героям, защищавшим Родину на фронтах, работавшим в тылу.
"
"Радиопрограмма «Русский Архив»
ООО «Свежий ветер»
г.Калининград","Программа о памятных датах и событиях истории России, а также о людях, прославивших наше Отечество"
"Радиопрограмма «Путь к Победе»
ОАО «Радиокомпания РАДИО РОКС-Регион»
г. Краснодар","Цикл программ приурочен к 65-летию Победы в Великой Отечественной войне.
Каждый выпуск программы посвящен важнейшим событиям войны – день за днем."
"Интернет-сайт «Агентство социальной информации»
www.asi.org.ru.
АНО «Агентство социальной информации»","Информация о конкретной практической деятельности некоммерческих организаций, деятельность которых направлена на решение социальных проблем, помощь нуждающимся, защиту прав и интересов граждан."
"Интернет-портал «Mediajobs» (Медиаработа)
www.mediajobs.ru
ООО «ШТАТЫ.РУ»","Информационный портал о профессиональных и кадровых ресурсах медиа-индустрии с разделами аналитики по вопросам рынка труда и профессиональных ресурсов отрасли, профессиональной подготовки и повышения квалификации сотрудников, централизованным банком резюме специалистов и менеджеров медиа-компаний"
"Информационно-аналитический сайт «Соотечественники»
www.russedina.ru
Международный союз общественных объединений «Русь Единая»","Содействие развитию сотрудничества Российской Федерации со странами СНГ и Прибалтики, межнациональному общению, решению проблем соотечественников за рубежом и переселенцев в России (оказание правовой, информационной поддержки)"
"Интернет-портал «ПРО КНИГИ. Журнал библиофила»
www.aboutbooks.ru
ООО «ИнтегроСофт»","Информирование специалистов и широкой общественности о новостях в области книжной культуры и книгоиздательства, обсуждения актуальных вопросов развития библиотек и библиотечного дела в России, популяризации чтения."
"Интернет-портал «Техника-молодежи»
www.technicamolodezhi.ru
ЗАО Редакция журнала «Техника-молодежи»","Научно-популярный, инновационно-изобретательский портал для творческой научно-технической молодежи"
"Электронный еженедельник «Колесо познаний»
www.koleso.mostinfo.ru
ООО «Межрегиональные образовательные системы и технологии»","Электронный еженедельник для незрячих пользователей содержит информацию по реабилитации, адаптации, интеграции, культуре и спорту, литературе и истории, информационным технологиям.
Основная цель портала - интеграция инвалидов по зрению в современное общество посредством расширения доступного им информационного поля.
При работе на компьютере инвалиды по зрению используют специализированное программное обеспечение экранного доступа и синтезаторы речи."
"Интернет-портал «Русский путь»
www.rp-net.ru
ЗАО «Издательство «Русский путь»","Поддержка и развитие интереса к книге как к уникальному явлению культуры, средству передачи опыта поколений, связи и единения различных общественных групп."
"Интернет-сайт «Трезвая политика»
www.trezvpol.ru ООО «Пропаганда»","Информационно-аналитический ресурс, предоставляющий объективную и достоверную информацию о современном состоянии дел в области профилактики пьянства и алкоголизма, его лечения и борьбы с негативными социальными последствиями чрезмерного употребления алкоголя"
"Интернет-сайт «Седмица.ru»
www.sedmitza.ru
Православная религиозная организация Церковно-научный центр «Православная энциклопедия»","Информационно-аналитический сайт, на котором представлены новости религиозной жизни в России и за ее пределами; новостная лента, посвященная деятельности Предстоятеля Русской Православной Церкви Святейшего патриарха Алексия II; справочная информация о епархиях, правящих архиереях, отделах и учреждениях Русской Православной Церкви"
"Интернет-сайт «Открытый текст»
www.opentextnn.ru
Нижегородское областное отделение Общероссийской общественной организации «Российское общество историков-архивистов»
г. Нижний Новгород","-пропаганда достижений гуманитарной российской мысли, науки и культуры
-представление различных точек зрения специалистов по истории, археологии, архивоведению, философии
-обеспечение открытого доступа к архивным фондам и создание справочников, отражающих историю российской государственности и общественного самосознания, памятные даты истории России"
"Официальный сайт Российского государственного музыкального телерадиоцентра «Музыкальный центр» www.muzcentrum.ru
ООО «Бюро цифровых технологий»","Официальная и новостная информация РГМЦ и радио «Орфей», материалы по тематике сферы культуры и музыки.
Организация прямого вещания радио «Орфей» в Интернете."
"Интернет-сайт «Живое слово»
www.zhivoeslovo.ru
НОУ «Российский центр подготовки работников региональных телевизионных компаний «Практика»
г. Нижний Новгород","Информационно-образовательный сайт адресован профессиональному сообществу журналистов и направлен на сохранение и развитие живого грамотного языка в средствах массовой информации.
Интернет-представительство международного мультимедийного фестиваля «Живое слово»"
"Официальный веб-сайт Национальной премии за вклад в развитие российского Интернета «Премия Рунета» www.PremiaRuneta.ru
ООО «Студия дизайна АртСтайл»","Интернет-представительство Национальной премии за вклад в развитие российского Интернета «Премия Рунета».
-информация о премии, работе Экспертного совета и о проводимых мероприятиях;
-информация по истории Интернета и его российского сегмента, по развитию IT-технологий, по вопросам правового регулирования в Интернете, приведены примеры западного опыта, экспертные оценки и аналитические отчеты по развитию ИКТ в России"
"Интернет-портал «Чтение-21»
www.chtenie-21.ru
www.chtenie-21.org
Некоммерческий фонд поддержки книгоиздания, образования и новых информационных технологий «Пушкинская библиотека»","Информационно-образовательный портал призван помочь профессионалам книжного дела в разработке программ и акций по продвижению чтения."
"Справочно-информационный портал «ГРАМОТА.РУ»
www.gramota.ru ООО «ГРАМОТА.РУ»","Справочно-информационный портал, направленный на всестороннюю популяризацию знаний о русском языке.
Внимание будет направлено не только на среднестатистических пользователей, но и на специалистов в области русского языка, учащихся и соотечественников, проживающих в странах ближнего и дальнего зарубежья"
"Интернет-портал «Александр Исаевич Солженицын»
www.aisolzhenitsyn.ru
www.solzhenitsyn.ru
ООО «ГРАМОТА.РУ»","Культурно-просветительский интернет-портал, посвященный жизни и творчеству крупнейшего российского писателя и общественного деятеля, нобелевского лауреата Александра Исаевича Солженицына."
"Интернет-сайт «Нет – наркотикам»
www.narkotiki.ru
ООО «НЕЗАВИСИМОСТЬ»","Объективная и достоверная информация о современном состоянии дел в области профилактики наркомании, лечении наркозависимости и борьбы с незаконным оборотом наркотических веществ."
